$BUILT 2014-06-14 16:06:24
:matt/marble/05c: 1136 144
:proxima/tile/blue1s: 1104 464
:proxima/tile/blue2s: 1104 32
:proxima/tile/blue1s: 1104 80
:proxima/tile/blue1s: 1104 128
:geoo/steel/dark_32x32o.S: 16 224
:geoo/steel/dark_32x32o.S: 1136 240
:geoo/steel/dark_32x32o.S: 1104 256
:proxima/tile/pink5s: 1072 16
:proxima/tile/pink6s: 1040 32
:proxima/tile/blue1s: 1008 16
:proxima/tile/blue2s: 976 32
:proxima/tile/blue1s: 176 32
:geoo/steel/dark_32x32o.S: 176 64
:proxima/tile/blue1s: 176 176
:matt/marble/05c: 176 96
:geoo/steel/dark_32x32o.S: 144 272
:geoo/steel/dark_32x32o.S: 176 272
:geoo/steel/32x32o.S: 176 0
:geoo/steel/32x32o.S: 112 416
:geoo/steel/32x32o.S: 16 352
:geoo/steel/dark_32x32o.S: 208 284
:geoo/steel/dark_32x32o.S: 240 288
:geoo/steel/dark_32x32o.S: 272 300
:geoo/steel/dark_32x32o.S: 304 304
:geoo/steel/dark_32x32o.S: 592 444
:geoo/steel/dark_32x32o.S: 624 448
:geoo/steel/dark_32x32o.S: 656 460
:geoo/steel/dark_32x32o.S: 688 464
:geoo/steel/dark_32x32o.S: 976 124
:geoo/steel/dark_32x32o.S: 1008 128
:geoo/steel/dark_32x32o.S: 1040 140
:geoo/steel/dark_32x32o.S: 1072 144
:matt/marble/05d: 624 256
:matt/marble/05d: 656 256
:matt/marble/05e: 240 96
:matt/marble/05e: 272 96
:matt/marble/05b: 1008 416
:matt/marble/05b: 1040 416
:geoo/steel/32x32o.S: 944 448
:geoo/steel/32x32o.S: 912 0
:geoo/steel/32x32o.S: 144 160
:geoo/steel/32x32o.S: 176 128
:geoo/steel/32x32o.S: 528 320
:geoo/steel/32x32o.S: 560 288
:proxima/tile/green1s: 1104 224
:proxima/tile/blue1s: 1136 192
:proxima/tile/blue2s: 1104 176
:proxima/tile/pink5s: 0 0
:proxima/tile/pink6s: 48 160
