$BUILT 2014-03-25 11:54:58
:amanda/occult/occult_wax32x48: 528 304
:amanda/occult/occult_skulls32x32: 453 353
:amanda/occult/occult_skulls32x32: 435 379
:amanda/occult/occult_skulls32x32: 407 355
:amanda/occult/occult_wax32x16_cap_right: 448 368
:amanda/occult/occult_wax32x16: 416 368
:amanda/occult/occult_wax64x48: 464 320
:amanda/occult/occult_skulls32x32: 369 370
:amanda/occult/occult_skulls32x32: 331 370
:amanda/occult/occult_wax32x48: 368 304
:amanda/occult/occult_skulls32x32: 294 368
:amanda/occult/occult_wax64x48: 304 336
:amanda/occult/occult_wax32x16: 336 320
:amanda/occult/occult_wax32x16_cap_left: 272 368
:amanda/occult/occult_wax32x48: 272 320
:amanda/occult/occult_wax32x16: 304 320
:amanda/occult/occult_wax32x16: 272 304
:amanda/occult/occult_wax32x16_b: 368 368
:amanda/occult/occult_wax32x16_cap_left: 384 368
:amanda/occult/occult_wax64x64: 400 304
:amanda/occult/occult_wax32x16_cap_right: 240 352 frr
:amanda/occult/occult_wax32x48: 240 304
:amanda/occult/occult_skulls32x32: 228 350
:amanda/occult/occult_skulls32x32: 258 368
:amanda/occult/occult_wax32x48_cap_right_soft: 784 336
:amanda/occult/occult_wax64x48: 176 304
:amanda/occult/occult_wax32x48: 144 304
:amanda/occult/occult_wax32x48_cap_right_soft: 144 240
:amanda/occult/occult_wax32x48: 144 192
:amanda/occult/occult_wax32x16: 144 288
:amanda/occult/occult_wax32x16_b: 176 288
:amanda/occult/occult_wax32x16_cap_right: 208 288
:amanda/occult/occult_wax_details_sunken_lix_b: 389 159
:amanda/occult/occult_wax32x16: 176 176
:amanda/occult/occult_wax16x16: 192 160
:amanda/occult/occult_wax16x16: 192 144 frr
:amanda/occult/occult_skulls32x32: 84 334
:amanda/occult/occult_wax32x48_cap_left_sheer: 112 304
:amanda/occult/occult_wax32x16_cap_left: 48 272
:amanda/occult/occult_wax32x48_cap_left_sheer: 48 224
:amanda/occult/occult_wax_details_drip: 128 208
:amanda/occult/occult_overlay32x32_d: 152 226
:amanda/occult/occult_skulls32x32: 16 304
:amanda/occult/occult_skulls32x32: -16 320
:amanda/occult/occult_skulls32x32: 32 336 rr
:amanda/occult/occult_skulls32x32: -16 352
:amanda/occult/occult_skulls32x32: 12 335
:amanda/occult/occult_skulls32x32: 16 368
:amanda/occult/occult_skulls32x32: 64 336 rrr
:amanda/occult/occult_skulls32x32: 48 368
:amanda/occult/occult_skulls32x32: 82 368
:amanda/occult/occult_skulls32x32: 114 368
:amanda/occult/occult_skulls32x32: 144 368
:amanda/occult/occult_skulls32x32: 160 368 f
:amanda/occult/occult_skulls32x32: 859 372
:amanda/occult/occult_wax32x48_cap_right_soft: 752 288
:amanda/occult/occult_skulls32x32: 757 297
:amanda/occult/occult_skulls32x32: 807 374
:amanda/occult/occult_skulls32x32: 785 319
:amanda/occult/occult_skulls32x32: 799 341
:amanda/occult/occult_skulls32x32: 830 358 fr
:amanda/occult/occult_wax32x48: 736 240
:amanda/occult/occult_wax32x48_cap_left_soft: 720 192
:amanda/occult/occult_wax32x16_cap_left: 724 176
:amanda/occult/occult_wax32x48_cap_right_soft: 752 194
:amanda/occult/occult_wax32x48_cap_right_sheer: 752 160
:amanda/occult/occult_wax32x16_cap_right: 752 144
:amanda/occult/occult_wax32x48_cap_right_sheer: 752 96
:amanda/occult/occult_wax32x48_cap_right_soft: 752 48
:amanda/occult/occult_wax32x16_cap_left: 496 304
:amanda/occult/occult_wax32x16: 368 352
:amanda/occult/occult_wax32x16_cap_right: 464 304
:amanda/occult/occult_wax32x16_b: 304 304
:amanda/occult/occult_wax32x16: 336 304
:amanda/occult/occult_wax_details_sunken_lix: 388 296
:amanda/occult/occult_wax64x64: 416 -64
:amanda/occult/occult_wax32x16: 480 -16
:amanda/occult/occult_wax32x48: 320 -48
:amanda/occult/occult_wax32x16_b: 352 -16
:amanda/occult/occult_wax32x16_b: 288 -16
:amanda/occult/occult_wax32x16_b: 256 -16
:amanda/occult/occult_wax64x64: 192 -64
:amanda/occult/occult_wax64x48: 128 -48
:amanda/occult/occult_wax64x48: 543 -47
:amanda/occult/occult_wax32x16: 512 -14
:amanda/occult/occult_wax32x16_b: 672 -16
:amanda/occult/occult_wax32x16_b: 704 -16
:amanda/occult/occult_wax32x16_b: 736 -16
:amanda/occult/occult_wax32x16_cap_left: 768 -16 frr
:amanda/occult/occult_wax32x16_cap_left: 96 -16
:amanda/occult/occult_wax32x16: 64 -16
:amanda/occult/occult_wax32x48_cap_left_sheer: 720 128
:amanda/occult/occult_wax32x16_cap_left: 720 112
:amanda/occult/occult_wax32x16_cap_left: 720 96
:amanda/occult/occult_wax32x48_cap_left_sheer: 720 48
:amanda/occult/occult_wax32x48_cap_right_sheer: 192 48
:amanda/occult/occult_wax_details_drip: 734 178
:amanda/occult/occult_wax32x16_b: 144 176
