$BUILT 2014-07-04 22:55:07
:geoo/steel/dark_32x32o.S: 720 88
:matt/marble/05b: 720 120
:matt/marble/05b: 696 152
:geoo/steel/dark_32x32o.S: 728 184
:geoo/steel/dark_32x32o.S: 760 184
:geoo/steel/dark_32x32o.S: 792 184
:geoo/steel/dark_32x32o.S: 664 184
:geoo/steel/dark_64x32o.S: 680 288
:geoo/steel/dark_64x32o.S: 744 288
:geoo/steel/32x16o.S: 714 216
:geoo/steel/32x16o.S: 678 216
:matt/marble/05c: 808 288
:geoo/steel/32x32o.S: 840 288
:geoo/steel/32x32o.S: 824 184
:geoo/steel/32x32o.S: 856 184
:matt/marble/03d: 808 152
:matt/marble/03d: 840 152
:matt/marble/03d: 840 120
:matt/marble/03d: 808 120
:matt/marble/03d: 808 88
:matt/marble/03d: 840 88
:matt/marble/03d: 808 56
:matt/marble/03d: 840 56
:matt/marble/03d: 808 24
:matt/marble/03d: 840 24
:geoo/steel/32x16o.S: 672 8
:geoo/steel/32x16o.S: 704 8
:geoo/steel/32x16o.S: 736 8
:geoo/steel/32x16o.S: 768 8
:geoo/steel/32x16o.S: 800 8
:geoo/steel/32x16o.S: 832 8
:geoo/steel/32x16o.S: 864 8
:geoo/steel/32x32o.S: 648 288
:geoo/steel/dark_32x16o.S: 808 432
:geoo/steel/dark_32x16o.S: 840 432
:geoo/steel/dark_32x16o.S: 872 432
:geoo/steel/dark_32x16o.S: 680 432
:geoo/steel/dark_32x16o.S: 712 432
:geoo/steel/dark_32x16o.S: 744 432
:geoo/steel/dark_32x16o.S: 776 432
:matt/beach/decor/palmtree: 778 339
:geoo/steel/dark_32x32o.S: 720 320
:geoo/steel/dark_32x32o.S: 720 352
:geoo/steel/dark_32x32o.S: 720 400
:geoo/steel/dark_32x16o.S: 720 384
:geoo/steel/16x32o.S: 424 24
:geoo/steel/16x32o.S: 424 56
:geoo/steel/16x32o.S: 424 88
:geoo/steel/16x32o.S: 424 120
:geoo/steel/16x32o.S: 424 152
:geoo/steel/16x32o.S: 648 24
:geoo/steel/16x32o.S: 648 56
:geoo/steel/16x32o.S: 648 88
:geoo/steel/16x32o.S: 648 120
:geoo/steel/16x32o.S: 648 152
:geoo/steel/16x32o.S: 872 24
:geoo/steel/16x32o.S: 872 56
:geoo/steel/16x32o.S: 872 88
:geoo/steel/16x32o.S: 872 120
:geoo/steel/16x32o.S: 872 152
:geoo/steel/32x32o.S: 200 288
:geoo/nopales/nopal_09: 818 323 d
:geoo/nopales/nopal_09: 370 323 d
:geoo/nopales/nopal_09: 594 323 d
:matt/marble/05b: 0 120
:geoo/steel/dark_32x32o.S: 0 88
:geoo/steel/dark_32x32o.S: 48 88
:matt/marble/05b: 48 120
:matt/marble/05b: 24 152
:geoo/steel/dark_32x32o.S: 56 184
:geoo/steel/dark_32x32o.S: 88 184
:geoo/steel/dark_32x32o.S: 120 184
:geoo/steel/dark_32x32o.S: 888 184
:geoo/steel/dark_64x32o.S: 8 288
:geoo/steel/dark_64x32o.S: 72 288
:geoo/steel/32x16o.S: 42 216
:geoo/steel/32x16o.S: 6 216
:matt/marble/05c: 136 288
:geoo/steel/32x32o.S: 168 288
:geoo/steel/32x32o.S: 152 184
:geoo/steel/32x32o.S: 184 184
:matt/marble/03d: 136 152
:matt/marble/03d: 168 152
:matt/marble/03d: 168 120
:matt/marble/03d: 136 120
:matt/marble/03d: 136 88
:matt/marble/03d: 168 88
:matt/marble/03d: 136 56
:matt/marble/03d: 168 56
:matt/marble/03d: 136 24
:matt/marble/03d: 168 24
:geoo/steel/32x16o.S: 0 8
:geoo/steel/32x16o.S: 32 8
:geoo/steel/32x16o.S: 64 8
:geoo/steel/32x16o.S: 96 8
:geoo/steel/32x16o.S: 128 8
:geoo/steel/32x16o.S: 160 8
:geoo/steel/32x16o.S: 192 8
:geoo/steel/dark_32x16o.S: 136 432
:geoo/steel/dark_32x16o.S: 168 432
:geoo/steel/dark_32x16o.S: 200 432
:geoo/steel/dark_32x16o.S: 8 432
:geoo/steel/dark_32x16o.S: 40 432
:geoo/steel/dark_32x16o.S: 72 432
:geoo/steel/dark_32x16o.S: 104 432
:matt/beach/decor/palmtree: 106 339
:geoo/steel/dark_32x32o.S: 48 320
:geoo/steel/dark_32x32o.S: 48 352
:geoo/steel/dark_32x32o.S: 48 400
:geoo/steel/dark_32x16o.S: 48 384
:geoo/steel/16x32o.S: 200 24
:geoo/steel/16x32o.S: 200 56
:geoo/steel/16x32o.S: 200 88
:geoo/steel/16x32o.S: 200 120
:geoo/steel/16x32o.S: 200 152
:geoo/nopales/nopal_09: 146 323 d
:geoo/steel/32x32o.S: 872 288
:matt/marble/05d: 24 184
:matt/marble/05d: 472 184
:matt/marble/05d: 696 184
