$BUILT 2014-06-11 14:05:46
:geoo/steel/32x32o.S: 256 256
:geoo/steel/dark_32x32o.S: 256 224
:geoo/steel/dark_32x32o.S: 192 224
:geoo/steel/dark_32x32o.S: 160 192
:geoo/steel/dark_32x32o.S: 128 160
:geoo/steel/dark_32x32o.S: 96 128
:geoo/steel/32x32o.S: 128 128
:geoo/steel/32x32o.S: 96 96
:geoo/steel/32x32o.S: 192 32
:geoo/steel/32x32o.S: 224 64
:geoo/steel/dark_32x32o.S: 192 64
:geoo/steel/dark_32x32o.S: 224 96
:geoo/steel/32x32o.S: 288 224
:geoo/steel/dark_32x32o.S: 320 224
:geoo/steel/dark_32x32o.S: 288 256
:geoo/steel/32x32o.S: 288 64
:geoo/steel/32x32o.S: 320 96
:geoo/steel/dark_32x32o.S: 320 64
:geoo/steel/dark_32x32o.S: 288 96
:geoo/steel/32x32o.S: 224 224
:geoo/steel/32x32o.S: 256 96
:geoo/steel/dark_32x32o.S: 256 64
:geoo/steel/dark_32x32o.S: 224 256
:matt/marble/05_2: 160 32
:geoo/steel/32x32o.S: 32 96
:geoo/steel/dark_32x32o.S: 32 64
:geoo/steel/dark_32x32o.S: 0 96
:geoo/steel/dark_32x32o.S: 64 96
:geoo/steel/32x32o.S: 64 64
:matt/marble/05_2: 96 288
:matt/marble/05_2: 224 288
:matt/marble/05_2: 192 320
:matt/marble/05_2: 128 320
:matt/marble/05_2: 160 288
:matt/marble/05_2: 128 256
:matt/marble/05_2: 96 224
:matt/marble/05_2: 96 160
:matt/marble/05_2: 128 192
:matt/marble/05_2: 160 224
:matt/marble/05_2: 192 256
:matt/marble/05_2: 128 64
:matt/marble/05b: 96 192
:matt/marble/05b: 128 224
:matt/marble/05b: 160 256
:matt/marble/05b: 192 288
:matt/marble/05b: 160 320
:matt/marble/05b: 128 288
:matt/marble/05b: 96 256
:matt/marble/05d: 32 416
:matt/marble/05b: 32 384
:matt/marble/05b: 128 480
:matt/marble/05b: 192 480
:matt/marble/05d: 96 480
:matt/marble/05d: 128 512
:matt/marble/05d: 160 480
:matt/marble/05d: 192 512
:matt/marble/05d: 224 480
:matt/marble/05d: 288 416
:matt/marble/05d: 256 384
:matt/marble/05b: 160 576
:matt/marble/05d: 128 576
:matt/marble/05d: 160 544
:matt/marble/05d: 192 576
:matt/marble/17d: 64 576
:matt/marble/17d: 32 544
:matt/marble/15d: 256 576
:matt/marble/15d: 288 544
:geoo/steel/32x32o.S: 96 512
:geoo/steel/32x32o.S: 128 544
:geoo/steel/32x32o.S: 192 544
:geoo/steel/32x32o.S: 224 512
:geoo/steel/32x32o.S: 256 544
:geoo/steel/32x32o.S: 64 544
:geoo/steel/32x32o.S: 288 512
:geoo/steel/32x32o.S: 32 512
:matt/marble/05b: 160 512
:matt/marble/05_2: 96 608
:matt/marble/05_2: 224 608
:matt/marble/05b: 192 608
:matt/marble/05b: 128 608
:matt/marble/05_2: 192 0
:matt/marble/05_2: 128 0
:matt/marble/05b: 224 0
:matt/marble/05b: 96 0
:geoo/steel/dark_32x32o.S: 256 512
:geoo/steel/32x32o.S: 256 480
:geoo/steel/dark_32x32o.S: 288 480
:geoo/steel/32x32o.S: 288 448
:geoo/steel/dark_32x32o.S: 64 512
:geoo/steel/32x32o.S: 64 480
:matt/marble/05b: 64 416
:matt/marble/05d: 64 448
:geoo/steel/dark_32x32o.S: 96 544
:geoo/steel/32x32o.S: 96 576
:matt/marble/05_2: 160 608
:matt/marble/05b: 160 0
:matt/marble/05b: 256 416
:matt/marble/05d: 256 448
:geoo/steel/dark_32x32o.S: 224 544
:geoo/steel/32x32o.S: 224 576
:matt/marble/05_2: 160 352
:matt/marble/05b: 32 448
:matt/marble/05d: 32 480
:matt/marble/05_2: 480 192
:matt/marble/05_2: 608 192
:matt/marble/05b: 512 192
:matt/marble/05b: 480 224
:matt/marble/05b: 512 256
:geoo/steel/32x32o.S: 544 320
:geoo/steel/32x32o.S: 576 352
:geoo/steel/32x32o.S: 640 416
:geoo/steel/dark_32x32o.S: 640 384
:geoo/steel/dark_32x32o.S: 576 384
:geoo/steel/dark_32x32o.S: 544 352
:geoo/steel/dark_32x32o.S: 512 320
:geoo/steel/dark_32x32o.S: 480 288
:geoo/steel/32x32o.S: 512 288
:geoo/steel/32x32o.S: 480 256
:geoo/steel/32x32o.S: 576 192
:geoo/steel/32x32o.S: 608 224
:geoo/steel/dark_32x32o.S: 576 224
:geoo/steel/dark_32x32o.S: 608 256
:geoo/steel/32x32o.S: 672 384
:geoo/steel/dark_32x32o.S: 704 384
:geoo/steel/dark_32x32o.S: 672 416
:geoo/steel/32x32o.S: 672 224
:geoo/steel/32x32o.S: 704 256
:geoo/steel/dark_32x32o.S: 704 224
:geoo/steel/dark_32x32o.S: 672 256
:geoo/steel/32x32o.S: 608 384
:geoo/steel/32x32o.S: 640 256
:geoo/steel/dark_32x32o.S: 640 224
:geoo/steel/dark_32x32o.S: 608 416
:matt/marble/05_2: 544 192
:geoo/steel/32x32o.S: 416 256
:geoo/steel/dark_32x32o.S: 416 224
:geoo/steel/dark_32x32o.S: 384 256
:geoo/steel/dark_32x32o.S: 448 256
:geoo/steel/32x32o.S: 448 224
:matt/marble/05_2: 480 448
:matt/marble/05_2: 608 448
:matt/marble/05_2: 576 480
:matt/marble/05_2: 512 480
:matt/marble/05_2: 544 448
:matt/marble/05_2: 512 416
:matt/marble/05_2: 480 384
:matt/marble/05_2: 480 320
:matt/marble/05_2: 512 352
:matt/marble/05_2: 544 384
:matt/marble/05_2: 576 416
:matt/marble/05_2: 512 224
:matt/marble/05b: 480 352
:matt/marble/05b: 512 384
:matt/marble/05b: 544 416
:matt/marble/05b: 576 448
:matt/marble/05b: 544 480
:matt/marble/05b: 512 448
:matt/marble/05b: 480 416
:matt/marble/05d: 416 576
:matt/marble/05b: 416 544
:matt/marble/05b: 512 0
:matt/marble/05b: 576 0
:matt/marble/05d: 480 0
:matt/marble/05d: 512 32
:matt/marble/05d: 544 0
:matt/marble/05d: 576 32
:matt/marble/05d: 608 0
:matt/marble/05d: 672 576
:matt/marble/05d: 640 544
:matt/marble/05b: 544 96
:matt/marble/05d: 512 96
:matt/marble/05d: 544 64
:matt/marble/05d: 576 96
:matt/marble/17d: 448 96
:matt/marble/17d: 416 64
:matt/marble/15d: 640 96
:matt/marble/15d: 672 64
:geoo/steel/32x32o.S: 480 32
:geoo/steel/32x32o.S: 512 64
:geoo/steel/32x32o.S: 576 64
:geoo/steel/32x32o.S: 608 32
:geoo/steel/32x32o.S: 640 64
:geoo/steel/32x32o.S: 448 64
:geoo/steel/32x32o.S: 672 32
:geoo/steel/32x32o.S: 416 32
:matt/marble/05b: 544 32
:matt/marble/05_2: 480 128
:matt/marble/05_2: 608 128
:matt/marble/05b: 576 128
:matt/marble/05b: 512 128
:matt/marble/05_2: 576 160
:matt/marble/05_2: 512 160
:matt/marble/05b: 608 160
:matt/marble/05b: 480 160
:geoo/steel/dark_32x32o.S: 640 32
:geoo/steel/32x32o.S: 640 0
:geoo/steel/dark_32x32o.S: 672 0
:geoo/steel/32x32o.S: 672 608
:geoo/steel/dark_32x32o.S: 448 32
:geoo/steel/32x32o.S: 448 0
:matt/marble/05b: 448 576
:matt/marble/05d: 448 608
:geoo/steel/dark_32x32o.S: 480 64
:geoo/steel/32x32o.S: 480 96
:matt/marble/05_2: 544 128
:matt/marble/05b: 544 160
:matt/marble/05b: 640 576
:matt/marble/05d: 640 608
:geoo/steel/dark_32x32o.S: 608 64
:geoo/steel/32x32o.S: 608 96
:matt/marble/05_2: 544 512
:matt/marble/05b: 416 608
:matt/marble/05d: 416 0
:geoo/steel/dark_32x32o.S: 64 32
:geoo/steel/dark_32x32o.S: 448 192
:geoo/steel/dark_32x32o.S: 832 352
:geoo/steel/dark_32x32o.S: 1216 512
