$BUILT 2014-05-12 11:15:22
:geoo/steel/16x32o.S: 576 96
:geoo/steel/16x16o.S: 576 80
:matt/underworld/thinplatform16: 190 224 rrrd
:geoo/steel/32x16o.S: 384 128
:matt/underworld/09b: 376 80 rrd
:geoo/steel/16x16o.S: 160 368
:geoo/steel/32x16o.S: 96 352
:geoo/steel/32x16o.S: 128 352
:geoo/steel/32x16o.S: 512 208
:geoo/steel/32x16o.S: 480 208
:geoo/steel/32x16o.S: 416 192
:geoo/steel/32x16o.S: 448 192
:geoo/steel/32x16o.S: 480 192
:matt/underworld/thinplatform8: 534 206 rrd
:geoo/steel/32x16o.S: 528 176
:geoo/steel/16x16o.S: 560 176
:matt/underworld/thinplatform8: 542 192 rrrd
:matt/underworld/thinplatform8: 542 200 rrrd
:matt/underworld/thinplatform8: 534 206 rrd
:matt/underworld/thinplatform8: 526 206 rrd
:matt/underworld/thinplatform8: 510 202 rrd
:matt/underworld/thinplatform8: 504 200 rrd
:matt/underworld/thinplatform8: 500 198 rrd
:matt/underworld/thinplatform8: 498 196 rrd
:matt/underworld/thinplatform8: 496 192 rrd
:matt/underworld/thinplatform8: 496 194 rrd
:geoo/steel/32x16o.S: 544 160
:geoo/construction/stairs_rd_32.S: 188 128
:geoo/construction/platform_single.S: 496 190
:geoo/construction/stairs_ru_8.S: 50 376
:geoo/steel/32x16o.S: 352 192
:geoo/steel/32x16o.S: 320 192
:geoo/steel/32x16o.S: 288 192
:geoo/steel/32x16o.S: 256 192
:geoo/steel/32x16o.S: 224 192
:geoo/steel/32x16o.S: 192 192
:geoo/construction/stairs_rd_32.S: 254 160
:geoo/construction/stairs_ru_32.S: 312 144
