$BUILT 2014-05-19 02:37:59
:matt/underworld/00: 464 384 d
:geoo/sandstone/ebony/v16a: 144 640
:geoo/sandstone/ebony/v16c: 158 640
:geoo/sandstone/ebony/v16c: 144 608
:geoo/sandstone/ebony/v16a: 158 608
:geoo/sandstone/ebony/v16b: 144 672
:geoo/sandstone/ebony/v16a: 158 672
:geoo/sandstone/ebony/v16a: 144 576
:geoo/sandstone/ebony/v16b: 158 576
:geoo/sandstone/16x32: 173 614 d
:geoo/sandstone/16x32: 172 622 d
:geoo/sandstone/16x32: 171 630 d
:geoo/sandstone/16x32: 170 638 d
:geoo/sandstone/16x32: 169 646 d
:geoo/sandstone/16x32: 168 654 d
:geoo/sandstone/16x32: 167 662 d
:geoo/sandstone/16x32: 166 670 d
:geoo/sandstone/ebony/v16b: 151 704
:geoo/sandstone/16x32: 165 678 d
:geoo/sandstone/16x32: 129 622 d
:geoo/sandstone/16x32: 130 630 d
:geoo/sandstone/16x32: 131 638 d
:geoo/sandstone/16x32: 132 646 d
:geoo/sandstone/16x32: 133 654 d
:geoo/sandstone/16x32: 134 662 d
:geoo/sandstone/16x32: 135 670 d
:geoo/sandstone/16x32: 136 678 d
:geoo/sandstone/16x32: 137 686 d
:geoo/sandstone/16x32: 138 694 d
:geoo/sandstone/16x32: 164 686 d
:geoo/sandstone/16x32: 163 694 d
:geoo/sandstone/ebony/v16a: 482 640
:geoo/sandstone/ebony/v16c: 496 640
:geoo/sandstone/ebony/v16b: 482 672
:geoo/sandstone/ebony/v16a: 496 672
:geoo/sandstone/16x32: 510 622 d
:geoo/sandstone/16x32: 509 630 d
:geoo/sandstone/16x32: 508 638 d
:geoo/sandstone/16x32: 507 646 d
:geoo/sandstone/16x32: 506 654 d
:geoo/sandstone/16x32: 505 662 d
:geoo/sandstone/16x32: 504 670 d
:geoo/sandstone/ebony/v16b: 489 704
:geoo/sandstone/16x32: 503 678 d
:geoo/sandstone/16x32: 467 622 d
:geoo/sandstone/16x32: 468 630 d
:geoo/sandstone/16x32: 469 638 d
:geoo/sandstone/16x32: 470 646 d
:geoo/sandstone/16x32: 471 654 d
:geoo/sandstone/16x32: 472 662 d
:geoo/sandstone/16x32: 473 670 d
:geoo/sandstone/16x32: 474 678 d
:geoo/sandstone/16x32: 475 686 d
:geoo/sandstone/16x32: 476 694 d
:geoo/sandstone/16x32: 502 686 d
:geoo/sandstone/16x32: 501 694 d
:geoo/sandstone/ebony/v16a: 482 576
:geoo/sandstone/ebony/v16b: 496 576
:geoo/construction/concrete/008: 408 392 d
:geoo/construction/concrete/008: 288 392 d
:geoo/construction/concrete/008: 288 384 d
:geoo/construction/concrete/008: 408 384 d
:geoo/construction/concrete/016ha: 376 384 d
:geoo/construction/concrete/016ha: 296 384 frrd
:geoo/construction/concrete/016ha: 284 360 rd
:geoo/construction/concrete/016ha: 408 352 frd
:geoo/construction/concrete/008v: 289 272 d
:geoo/construction/concrete/008v: 284 312 d
:geoo/construction/concrete/008v: 283 320 d
:geoo/construction/concrete/008v: 288 276 d
:proxima/tile/spheres/gold: 232 292 d
:geoo/construction/concrete/008v: 290 265 d
:geoo/construction/concrete/008v: 410 296 frrd
:geoo/construction/concrete/008v: 411 304 frrd
:geoo/construction/concrete/008v: 412 312 frrd
:geoo/construction/concrete/008v: 413 320 frrd
:geoo/construction/concrete/008v: 414 328 frrd
:geoo/construction/concrete/008v: 415 336 frrd
:geoo/construction/pillar_32: 443 275
:geoo/construction/concrete/064: 411 277
:geoo/construction/concrete/008v: 412 272 frrd
:geoo/construction/concrete/008v: 406 265 frrd
:geoo/construction/concrete/008v: 407 272 frrd
:geoo/construction/concrete/008v: 408 280 frrd
:simon/brick/sphere: 409 293 d
:simon/brick/sphere: 411 289 d
:simon/brick/sphere: 413 282 d
:simon/brick/sphere: 416 275 d
:geoo/construction/concrete/008v: 409 288 frrd
:simon/brick/sphere: 419 269 d
:simon/brick/sphere: 424 263 d
:simon/brick/sphere: 431 258 d
:simon/brick/sphere: 441 255 d
:simon/brick/sphere: 473 277 d
:simon/brick/sphere: 468 285 d
:simon/brick/sphere: 461 287 d
:simon/brick/sphere: 455 292 d
:simon/brick/sphere: 449 298 d
:simon/brick/sphere: 446 307 d
:simon/brick/sphere: 441 318 d
:simon/brick/sphere: 430 329 d
:simon/brick/sphere: 417 334 d
:simon/brick/sphere: 415 334 d
:simon/brick/sphere: 436 324 d
:simon/brick/sphere: 444 312 d
:simon/brick/sphere: 456 323 d
:simon/brick/sphere: 466 307 d
:geoo/construction/concrete/008v: 249 270 d
:geoo/construction/concrete/008v: 241 271 d
:geoo/construction/concrete/008v: 238 272 d
:geoo/construction/concrete/008v: 236 273 d
:geoo/construction/concrete/008v: 233 275 d
:geoo/construction/concrete/008v: 231 277 d
:geoo/construction/concrete/008v: 230 278 d
:geoo/construction/concrete/008v: 232 276 d
:geoo/construction/concrete/008v: 229 279 d
:geoo/construction/concrete/008v: 228 280 d
:geoo/construction/concrete/008v: 227 281 d
:geoo/construction/concrete/008v: 226 282 d
:geoo/construction/concrete/008v: 225 283 d
:geoo/construction/concrete/008v: 224 284 d
:geoo/construction/concrete/008v: 223 286 d
:geoo/construction/concrete/008v: 222 288 d
:geoo/construction/concrete/008v: 221 290 d
:geoo/construction/concrete/008v: 220 293 d
:geoo/construction/concrete/008v: 219 295 d
:geoo/construction/concrete/008v: 218 297 d
:geoo/construction/concrete/008v: 217 302 d
:matt/underworld/02: 155 299 d
:geoo/construction/concrete/008v: 216 312 d
:geoo/construction/concrete/008v: 216 321 d
:geoo/construction/concrete/008v: 234 274 d
:geoo/construction/concrete/008v: 271 270 frrd
:geoo/construction/concrete/008v: 279 271 frrd
:geoo/construction/concrete/008v: 282 272 frrd
:geoo/construction/concrete/008v: 284 273 frrd
:geoo/construction/concrete/008v: 287 275 frrd
:geoo/construction/concrete/008v: 288 276 frrd
:geoo/construction/concrete/008v: 286 274 frrd
:geoo/construction/concrete/008v: 256 269 frrd
:geoo/construction/concrete/008v: 264 269 frrd
:geoo/construction/concrete/008v: 248 361 fd
:geoo/construction/concrete/008v: 240 360 fd
:geoo/construction/concrete/008v: 237 359 fd
:geoo/construction/concrete/008v: 235 358 fd
:geoo/construction/concrete/008v: 232 356 fd
:geoo/construction/concrete/008v: 230 354 fd
:geoo/construction/concrete/008v: 229 353 fd
:geoo/construction/concrete/008v: 231 355 fd
:geoo/construction/concrete/008v: 228 352 fd
:geoo/construction/concrete/008v: 227 351 fd
:geoo/construction/concrete/008v: 226 350 fd
:geoo/construction/concrete/008v: 225 349 fd
:geoo/construction/concrete/008v: 224 348 fd
:geoo/construction/concrete/008v: 223 347 fd
:geoo/construction/concrete/008v: 222 345 fd
:geoo/construction/concrete/008v: 221 343 fd
:geoo/construction/concrete/008v: 220 341 fd
:geoo/construction/concrete/008v: 219 338 fd
:geoo/construction/concrete/008v: 218 336 fd
:geoo/construction/concrete/008v: 217 334 fd
:geoo/construction/concrete/008v: 216 329 fd
:geoo/construction/concrete/008v: 215 319 fd
:geoo/construction/concrete/008v: 215 310 fd
:geoo/construction/concrete/008v: 233 357 fd
:geoo/construction/concrete/008v: 270 361 rrd
:geoo/construction/concrete/008v: 255 362 rrd
:geoo/construction/concrete/008v: 263 362 rrd
:geoo/construction/concrete/008v: 276 360 rrd
:simon/brick/sphere: 210 352 d
:simon/brick/vert1: 202 360
:matt/underworld/02: 135 224 rrrd
:matt/underworld/02: 200 217 rrrd
:simon/brick/sphere: 216 357 d
:simon/brick/sphere: 225 365 d
:simon/brick/sphere: 241 370 d
:simon/brick/sphere: 252 372 d
:simon/brick/sphere: 262 370 d
:simon/brick/sphere: 213 369 d
:simon/brick/sphere: 223 375 d
:proxima/tile/spheres/gold: 128 323
:proxima/tile/spheres/gold: 128 331
:proxima/tile/spheres/gold: 128 337
:proxima/tile/cyan2: 128 319 d
:simon/brick/column1: 188 352
:simon/brick/column2: 188 378
:geoo/construction/rod_steel/straight32.S: 304 672
:matt/underworld/03: 1212 390 frr
:matt/underworld/03: 1200 388 frr
:matt/underworld/03: 1184 398 frr
:matt/underworld/03: 1164 388 frr
:matt/underworld/03: 1146 396 frr
:matt/underworld/03: 1124 384 frr
:matt/underworld/03: 1106 388 frr
:matt/underworld/03: 1080 390 frr
:matt/underworld/03: 1052 388 frr
:matt/underworld/03: 1026 394 frr
:matt/underworld/03: 998 394 frr
:matt/underworld/03: 970 390 frr
:matt/underworld/03: 944 398 frr
:matt/underworld/03: 914 394 frr
:matt/underworld/03: 890 396 frr
:matt/underworld/03: 866 394 frr
:matt/underworld/03: 840 392 frr
:matt/underworld/03: 1208 414 frr
:matt/underworld/03: 1176 416 frr
:matt/underworld/03: 1152 416 frr
:matt/underworld/03: 1126 416 frr
:matt/underworld/03: 1202 426 frr
:matt/underworld/03: 1092 410 frr
:matt/underworld/03: 1058 420 frr
:matt/underworld/03: 1072 416 frr
:matt/underworld/03: 1032 416 frr
:matt/underworld/03: 1054 426 frr
:matt/underworld/03: 1004 418 frr
:matt/underworld/03: 980 414 frr
:matt/underworld/03: 954 412 frr
:matt/underworld/03: 934 416 frr
:matt/underworld/03: 910 422 frr
:matt/underworld/03: 884 416 frr
:matt/underworld/03: 860 426 frr
:proxima/tile/spheres/pinksmall: 860 418 frr
:matt/underworld/03: 840 428 frr
:proxima/tile/spheres/pinksmall: 1198 426 frr
:matt/underworld/03: 1212 444 frr
:proxima/tile/spheres/cyansmall: 1158 426 frr
:matt/underworld/03: 1182 440 frr
:matt/underworld/03: 1150 448 frr
:matt/underworld/03: 1116 434 frr
:proxima/tile/spheres/pinksmall: 1106 436 frr
:matt/underworld/03: 1084 438 frr
:matt/underworld/03: 1054 452 frr
:proxima/tile/spheres/pinksmall: 1030 422 frr
:matt/underworld/03: 1034 432 frr
:proxima/tile/spheres/cyansmall: 1040 438 frr
:matt/underworld/03: 1024 452 frr
:matt/underworld/03: 1006 438 frr
:proxima/tile/spheres/pinksmall: 950 430 frr
:matt/underworld/03: 982 448 frr
:matt/underworld/03: 956 444 frr
:matt/underworld/03: 930 452 frr
:matt/underworld/03: 898 450 frr
:proxima/tile/spheres/cyansmall: 894 456 frr
:matt/underworld/03: 868 454 frr
:matt/underworld/03: 1208 466 frr
:matt/underworld/03: 1188 470 frr
:matt/underworld/03: 1150 470 frr
:matt/underworld/03: 1122 464 frr
:matt/underworld/03: 1092 464 frr
:matt/underworld/03: 1068 470 frr
:matt/underworld/03: 1034 468 frr
:matt/underworld/03: 1002 464 frr
:matt/underworld/03: 968 466 frr
:matt/underworld/03: 946 472 frr
:matt/underworld/03: 926 476 frr
:matt/underworld/03: 902 478 frr
:matt/underworld/03: 840 456 frr
:matt/underworld/03: 872 478 frr
:matt/underworld/03: 1222 500 frr
:matt/underworld/03: 1192 492 frr
:proxima/tile/spheres/cyansmall: 1214 506 frr
:proxima/tile/spheres/pinksmall: 1180 482 frr
:proxima/tile/spheres/greensmall: 1172 500 frr
:matt/underworld/03: 1170 502 frr
:proxima/tile/spheres/cyansmall: 1098 484 frr
:matt/underworld/03: 1140 502 frr
:matt/underworld/03: 1112 492 frr
:matt/underworld/03: 1090 506 frr
:proxima/tile/spheres/pinksmall: 1042 486 frr
:matt/underworld/03: 1056 498 frr
:matt/underworld/03: 1026 500 frr
:proxima/tile/spheres/cyansmall: 980 478 frr
:matt/underworld/03: 994 492 frr
:matt/underworld/03: 962 494 frr
:proxima/tile/spheres/pinksmall: 922 490 frr
:matt/underworld/03: 942 500 frr
:matt/underworld/03: 906 508 frr
:matt/underworld/03: 838 484 frr
:matt/underworld/03: 874 510 frr
:matt/underworld/03: 1212 522 frr
:matt/underworld/03: 1184 528 frr
:matt/underworld/03: 1146 528 frr
:matt/underworld/03: 1114 522 frr
:matt/underworld/03: 1078 528 frr
:matt/underworld/03: 1036 522 frr
:matt/underworld/03: 1004 522 frr
:matt/underworld/03: 974 522 frr
:matt/underworld/03: 944 526 frr
:proxima/tile/spheres/cyansmall: 936 536 frr
:matt/underworld/03: 906 534 frr
:matt/underworld/03: 838 516 frr
:matt/underworld/03: 868 534 frr
:matt/underworld/03: 1214 550 frr
:proxima/tile/spheres/pinksmall: 1178 532 frr
:matt/underworld/03: 1180 544 frr
:proxima/tile/spheres/cyansmall: 1142 534 frr
:matt/underworld/03: 1156 548 frr
:matt/underworld/03: 1128 546 frr
:proxima/tile/spheres/pinksmall: 1086 534 frr
:matt/underworld/03: 1098 548 frr
:proxima/tile/spheres/cyansmall: 1034 536 frr
:matt/underworld/03: 1058 546 frr
:matt/underworld/03: 1026 550 frr
:proxima/tile/spheres/pinksmall: 986 530 frr
:matt/underworld/03: 994 540 frr
:matt/underworld/03: 968 544 frr
:matt/underworld/03: 940 552 frr
:matt/underworld/03: 902 558 frr
:proxima/tile/spheres/pinksmall: 872 536 frr
:matt/underworld/03: 840 546 frr
:matt/underworld/03: 862 558 frr
:matt/underworld/02: 784 480 frrd
:proxima/tile/spheres/goldsmall: 1224 562 frr
:proxima/tile/spheres/goldsmall: 1208 562 frr
:proxima/tile/spheres/goldsmall: 1192 562 frr
:proxima/tile/spheres/goldsmall: 1176 562 frr
:proxima/tile/spheres/goldsmall: 1160 562 frr
:proxima/tile/spheres/goldsmall: 1144 562 frr
:proxima/tile/spheres/goldsmall: 1128 562 frr
:proxima/tile/spheres/goldsmall: 1112 562 frr
:matt/underworld/02: 1136 576 frrrd
:matt/underworld/00: 1232 576 frrrd
:matt/underworld/00: 1248 576 frrrd
:matt/underworld/02: 1248 496 frrd
:geoo/abstract/cvblocks/003: 848 400 frrd
:geoo/abstract/cvblocks/003: 1240 400 d
:proxima/tile/spheres/goldsmall: 1096 562 frr
:proxima/tile/spheres/goldsmall: 1080 562 frr
:proxima/tile/spheres/goldsmall: 1064 562 frr
:proxima/tile/spheres/goldsmall: 1048 562 frr
:proxima/tile/spheres/goldsmall: 1032 562 frr
:proxima/tile/spheres/goldsmall: 1016 562 frr
:matt/underworld/02: 1040 576 frrrd
:proxima/tile/spheres/goldsmall: 1000 562 frr
:proxima/tile/spheres/goldsmall: 984 562 frr
:proxima/tile/spheres/goldsmall: 968 562 frr
:proxima/tile/spheres/goldsmall: 952 562 frr
:proxima/tile/spheres/goldsmall: 936 562 frr
:proxima/tile/spheres/goldsmall: 920 562 frr
:matt/underworld/02: 944 576 frrrd
:proxima/tile/spheres/goldsmall: 904 562 frr
:proxima/tile/spheres/goldsmall: 888 562 frr
:proxima/tile/spheres/goldsmall: 872 562 frr
:proxima/tile/spheres/goldsmall: 856 562 frr
:proxima/tile/spheres/goldsmall: 840 562 frr
:matt/underworld/02: 848 576 frrrd
:geoo/sandstone/ebony/v16a: 864 608 frr
:geoo/sandstone/ebony/v16c: 878 608 frr
:matt/underworld/02: 784 528 frrd
:proxima/tile/spheres/goldsmall: 1232 384 frrr
:matt/underworld/02: 1248 400 frrd
:proxima/tile/spheres/goldsmall: 1216 384 frrr
:matt/underworld/00: 1232 384 frrd
:proxima/tile/spheres/goldsmall: 1200 384 frrr
:proxima/tile/spheres/goldsmall: 1184 384 frrr
:proxima/tile/spheres/goldsmall: 1168 384 frrr
:proxima/tile/spheres/goldsmall: 1152 384 frrr
:matt/underworld/00: 1168 384 frrd
:proxima/tile/spheres/goldsmall: 1136 384 frrr
:proxima/tile/spheres/goldsmall: 1120 384 frrr
:proxima/tile/spheres/goldsmall: 1104 384 frrr
:proxima/tile/spheres/goldsmall: 1088 384 frrr
:matt/underworld/00: 1104 384 frrd
:proxima/tile/spheres/goldsmall: 1072 384 frrr
:proxima/tile/spheres/goldsmall: 1056 384 frrr
:proxima/tile/spheres/goldsmall: 1040 384 frrr
:proxima/tile/spheres/goldsmall: 1024 384 frrr
:geoo/construction/concrete/008v: 1081 288 frrd
:geoo/construction/concrete/008v: 1083 304 frrd
:geoo/construction/concrete/128: 1083 263 frr
:matt/underworld/02: 1153 258 frrd
:matt/underworld/00: 1040 384 frrd
:proxima/tile/spheres/goldsmall: 1008 384 frrr
:proxima/tile/spheres/goldsmall: 992 384 frrr
:proxima/tile/spheres/goldsmall: 976 384 frrr
:proxima/tile/spheres/goldsmall: 960 384 frrr
:matt/underworld/00: 976 384 frrd
:proxima/tile/spheres/goldsmall: 944 384 frrr
:proxima/tile/spheres/goldsmall: 928 384 frrr
:proxima/tile/spheres/goldsmall: 912 384 frrr
:proxima/tile/spheres/goldsmall: 896 384 frrr
:matt/underworld/00: 912 384 frrd
:geoo/construction/pillar_32: 1046 268 fr
:geoo/construction/pillar_32: 1030 267 fr
:geoo/construction/pillar_32: 970 268 fr
:simon/brick/sphere: 1013 245
:geoo/construction/pillar_32: 986 267 fr
:geoo/construction/pillar_32: 1010 266 fr
:geoo/construction/concrete/128: 960 272 frr
:proxima/tile/spheres/goldsmall: 880 384 frrr
:proxima/tile/spheres/goldsmall: 864 384 frrr
:proxima/tile/spheres/goldsmall: 848 384 frrr
:proxima/tile/spheres/goldsmall: 832 384 frrr
:matt/underworld/02: 784 400 frrd
:matt/underworld/00: 784 384 frrd
:matt/underworld/00: 848 384 frrd
:geoo/sandstone/ebony/v16a: 1216 640 frr
:geoo/sandstone/ebony/v16c: 1202 640 frr
:geoo/sandstone/ebony/v16c: 1216 608 frr
:geoo/sandstone/ebony/v16a: 1202 608 frr
:geoo/sandstone/ebony/v16b: 1216 672 frr
:geoo/sandstone/ebony/v16a: 1202 672 frr
:geoo/sandstone/ebony/v16a: 1216 576 frr
:geoo/sandstone/ebony/v16b: 1202 576 frr
:geoo/sandstone/16x32: 1187 614 frrd
:geoo/sandstone/16x32: 1188 622 frrd
:geoo/sandstone/16x32: 1189 630 frrd
:geoo/sandstone/16x32: 1190 638 frrd
:geoo/sandstone/16x32: 1191 646 frrd
:geoo/sandstone/16x32: 1192 654 frrd
:geoo/sandstone/16x32: 1193 662 frrd
:geoo/sandstone/16x32: 1194 670 frrd
:geoo/sandstone/ebony/v16b: 1209 704 frr
:geoo/sandstone/16x32: 1195 678 frrd
:geoo/sandstone/16x32: 1231 622 frrd
:geoo/sandstone/16x32: 1230 630 frrd
:geoo/sandstone/16x32: 1229 638 frrd
:geoo/sandstone/16x32: 1228 646 frrd
:geoo/sandstone/16x32: 1227 654 frrd
:geoo/sandstone/16x32: 1226 662 frrd
:geoo/sandstone/16x32: 1225 670 frrd
:geoo/sandstone/16x32: 1224 678 frrd
:geoo/sandstone/16x32: 1223 686 frrd
:geoo/sandstone/16x32: 1222 694 frrd
:geoo/sandstone/16x32: 1196 686 frrd
:geoo/sandstone/16x32: 1197 694 frrd
:geoo/sandstone/ebony/v16a: 878 640 frr
:geoo/sandstone/ebony/v16c: 864 640 frr
:geoo/sandstone/ebony/v16b: 878 672 frr
:geoo/sandstone/ebony/v16a: 864 672 frr
:geoo/sandstone/16x32: 850 622 frrd
:geoo/sandstone/16x32: 851 630 frrd
:geoo/sandstone/16x32: 852 638 frrd
:geoo/sandstone/16x32: 853 646 frrd
:geoo/sandstone/16x32: 854 654 frrd
:geoo/sandstone/16x32: 855 662 frrd
:geoo/sandstone/16x32: 856 670 frrd
