$BUILT 2014-04-07 21:13:55
:amanda/steel/steel8x16.S: 920 176
:amanda/occult/occult_wax32x16: 944 160
:amanda/occult/occult_wax32x16: 944 144
:amanda/occult/occult_wax32x16: 1008 176
:amanda/occult/occult_wax32x16_b: 1008 160
:amanda/occult/occult_wax32x48: 1008 112
:amanda/occult/occult_wax32x48_cap_left_sheer: 912 96
:amanda/occult/occult_wax32x16_b: 976 176
:amanda/occult/occult_wax32x16: 976 160
:amanda/occult/occult_wax64x64: 944 96
:amanda/occult/occult_wax_details_sunken_lix_b: 960 81
:amanda/occult/occult_wax32x16_cap_right_alt: 1008 96
:amanda/occult/occult_wax16x16: 1040 176
:amanda/occult/occult_wax32x16: 1040 160
:amanda/occult/occult_wax32x48_cap_right_soft: 1040 112
:amanda/occult/overlays/occult_steel_overlay32x32_d.S: 992 0
:amanda/occult/occult_wax_details_drip: 992 32
:amanda/steel/steel32x32.S: 672 0
:amanda/steel/steel32x32.S: 672 32
:amanda/steel/steel32x32.S: 672 64
:amanda/steel/steel32x32.S: 672 160
:amanda/steel/steel_flange_left24x16.S: 672 144
:amanda/steel/steel32x32.S: 704 160
:amanda/steel/steel32x32.S: 736 160
:amanda/steel/steel32x32.S: 768 160
:amanda/steel/steel32x32.S: 800 160
:amanda/steel/steel32x32.S: 832 160
:amanda/steel/steel32x32.S: 704 0
:amanda/steel/steel32x32.S: 736 0
:amanda/steel/steel32x32.S: 768 0
:amanda/steel/steel32x32.S: 800 0
:amanda/steel/steel32x32.S: 832 0
:amanda/steel/steel32x32.S: 864 0
:amanda/steel/steel32x32.S: 864 32
:amanda/steel/steel32x32.S: 864 64
:amanda/steel/steel32x32.S: 864 160
:amanda/steel/steel32x32.S: 768 112
:amanda/steel/steel32x32.S: 736 128
:amanda/steel/steel24x16.S: 776 144
:amanda/steel/steel8x16.S: 768 144
:amanda/steel/steel32x32.S: 800 128
:amanda/steel/steel_flange_left24x16.S: 800 112
:amanda/steel/steel_flange_left24x16.S: 832 128
:amanda/steel/steel24x16.S: 832 144
:amanda/steel/steel24x16.S: 872 144
:amanda/steel/steel16x16.S: 856 144
:amanda/steel/steel32x32.S: 1120 0
:amanda/steel/steel32x32.S: 1152 0
:amanda/steel/steel32x32.S: 1184 0
:amanda/steel/steel32x32.S: 1216 0
:amanda/steel/steel32x32.S: 1248 0
:amanda/steel/steel32x32.S: 1280 0
:amanda/steel/steel32x32.S: 1312 0
:amanda/steel/steel16x16.S: 512 0
:amanda/steel/steel16x16.S: 592 0
:amanda/occult/occult_wax64x48: 528 -3
:amanda/occult/occult_wax_details_drip: 549 55
:amanda/occult/occult_wax16x16: 592 29
:amanda/occult/occult_wax16x16: 512 29
:amanda/occult/occult_wax_details_drip_b: 504 49
:amanda/occult/occult_wax32x48_cap_right_soft: 1248 77
:amanda/occult/occult_skulls32x32: 1184 100
:amanda/occult/occult_wax32x16_cap_left: 1185 109
:amanda/occult/occult_skulls32x32: 1142 116 fr
:amanda/steel/steel32x32.S: 1120 160
:amanda/steel/steel_flange_left24x16.S: 1120 144
:amanda/occult/occult_skulls32x32: 1226 127
:amanda/occult/occult_skulls32x32: 1258 120 fr
:amanda/occult/occult_skulls32x32: 1171 118
:amanda/steel/steel32x32.S: 1152 160
:amanda/steel/steel32x32.S: 1184 160
:amanda/occult/occult_skulls32x32: 1286 126
:amanda/steel/steel32x32.S: 1312 160
:amanda/steel/steel_flange_right24x16.S: 1320 144
:amanda/steel/steel32x32.S: 1120 32
:amanda/steel/steel32x32.S: 1120 64
:amanda/steel/steel32x32.S: 1088 64
:amanda/steel/steel32x32.S: 1312 32
:amanda/steel/steel32x32.S: 1312 64
:amanda/steel/steel32x32.S: 1280 160
:amanda/steel/steel32x32.S: 1216 32
:amanda/occult/occult_wax32x48: 1216 61
:amanda/occult/occult_skulls32x32: 1231 111
:amanda/steel/steel32x32.S: 1248 160
:amanda/steel/steel32x32.S: 1216 160
:amanda/steel/steel32x32.S: 1216 128
:amanda/occult/occult_wax32x16: 1216 109 frr
:amanda/occult/occult_wax32x48_cap_left_sheer: 1184 61
:amanda/occult/occult_wax32x16_cap_right_alt: 1241 61
